utimesec    1155.238712
stimesec    8.365585
ru_maxrss   614384
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   161760
ru_majflt   6
ru_nswap    0
ru_inblock  150296
ru_oublock  32
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    9
ru_nivcsw   46085
