utimesec    1092.993922
stimesec    11.061654
ru_maxrss   603624
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   162509
ru_majflt   0
ru_nswap    0
ru_inblock  140152
ru_oublock  16
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    2
ru_nivcsw   43711
